Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainTomarrow
12/9/2010,21.3,33.4,0,6.4,11.1,44,31,26,66,47,1015.4,1011.5,4,5,25,30.9,No
12/10/2010,21,27.1,1.4,9.4,1.2,48,26,15,78,99,1011.3,1008.3,8,8,24.2,21.7,Yes
12/11/2010,20.6,24.9,9.2,2.4,0.1,17,7,9,91,74,1008.1,1006.1,8,7,22.1,24.6,Yes
12/12/2010,16.5,31.4,0.2,1.4,10.8,31,9,15,95,29,1007.6,1005.5,8,4,20.9,30.3,No
12/13/2010,16.2,32.4,0,8,13.3,61,11,20,48,23,1011.2,1009,1,2,25.6,31.5,No
12/14/2010,18,32.2,0,9.4,9.4,41,15,7,60,30,1012.5,1008.4,2,2,25.1,31.4,No
12/15/2010,17.3,35,0.4,7.4,12.8,37,28,9,64,27,1010.5,1005.9,0,3,24.3,33.3,No
12/16/2010,20.8,32.4,0.2,9,5,54,28,6,89,46,1007.6,1001.7,7,6,21,32.2,No
12/17/2010,20.3,28.8,1.4,6,3.1,50,19,35,77,34,1005,1006,7,8,24.1,25.9,Yes
12/18/2010,17.5,23.6,0.4,5.4,1.1,39,13,20,59,47,1008.2,1008.8,7,8,21.1,21.2,No
12/19/2010,16.7,21.9,1,4,0,31,13,17,88,69,1006.7,1002.9,8,8,17.8,21.5,No
12/20/2010,10.8,23.1,1,2.2,13.5,56,35,28,37,23,1006.5,1007,0,1,14.8,21.4,No
12/21/2010,8.1,28.9,0,9.2,13,39,11,19,36,15,1011.7,1009.7,1,6,20.2,27.6,No
12/22/2010,12.7,30.7,0,9.3,9.2,35,17,9,50,28,1014.5,1013.1,6,7,22.7,29.5,No
12/23/2010,19,27.3,0,8.4,1,31,13,15,67,69,1016.7,1016.6,7,7,22.5,24.4,No
12/24/2010,18.7,30.7,0.2,3,5.2,48,26,15,47,42,1017.6,1015.5,2,8,26.8,29.7,No
12/25/2010,20.5,30.8,0,NA,1.9,31,11,20,67,46,1015.2,1011.2,8,8,23,30.2,No
12/26/2010,20.5,27.2,0,NA,1,35,20,15,69,75,1008.7,1004.8,6,1,24.4,23.6,No
12/27/2010,18.2,32.6,0.4,17.2,7.2,54,6,20,73,36,1003.2,1000.8,6,7,23.9,31.8,No
12/28/2010,16.2,34,0,9.6,10.1,44,22,19,52,34,1011.5,1010,1,2,25.9,31.4,No
12/29/2010,15.9,34.1,0,10.8,12.4,31,17,17,51,29,1016.4,1012.3,0,2,23.1,32.8,No
12/30/2010,19.1,36.1,0,8.2,12.7,37,13,24,56,26,1016.7,1012.3,0,2,24.8,34.1,No
12/31/2010,20.6,36.9,0,12.8,11.8,35,17,15,50,25,1015.7,1011.7,0,5,26,35,No
1/1/2011,20.2,35.7,0,12,13.5,37,26,11,51,20,1015.1,1010.6,0,1,23.9,33.4,No
1/2/2011,22.6,34.3,0,9.2,5.4,50,19,9,66,77,1013.2,1009.3,3,7,27.2,26.3,No
1/3/2011,20.3,34.9,9.4,6.8,10.3,70,17,9,56,36,1010.4,1005.9,5,3,26.7,33.5,Yes
1/4/2011,18.9,33.6,1.4,6.6,10.7,31,11,9,71,41,1008.3,1005.3,3,2,24.2,31.2,Yes
1/5/2011,21.6,26.9,0,8,1.7,43,22,19,81,82,1006.4,1005.3,8,7,23.1,22.7,No
1/6/2011,15.6,30.2,3.2,2.4,11.3,48,20,28,80,39,1006.7,1004.1,3,6,21.9,28.5,Yes
1/7/2011,19.5,31.8,0,13.4,6.3,50,35,22,52,37,1008,1006.3,3,5,24.2,30.3,No
1/8/2011,16.5,33.8,0,7.6,12.5,33,17,20,48,29,1009.4,1006.4,2,4,24.8,31.4,No
1/9/2011,22.1,32.9,0,11,4.1,48,19,26,58,39,1008.2,1005.6,6,7,26.3,31.6,No
1/10/2011,21,28.1,1,9.8,1.3,57,20,35,53,68,1007.6,1005.9,6,6,27.3,27.1,No
1/11/2011,21.6,31.6,6.2,5.6,7.9,59,24,35,81,47,1007.2,1005,6,6,25.2,31.2,Yes
1/12/2011,20.3,33.8,0,8,9.1,50,22,19,60,45,1008.9,1007.1,5,6,26.7,32.1,No
1/13/2011,22.1,33.6,0,10.2,13.3,46,31,28,56,34,1011.4,1008.4,4,5,27,33.3,No
1/14/2011,19.1,32.5,0,15.2,12,NA,30,20,54,32,1011.2,1007.6,3,4,24.9,31.5,No
1/15/2011,NA,32.7,0,9.8,9.5,NA,17,19,59,34,1009.5,1005.7,4,5,24.2,32.1,No
1/16/2011,23.8,33.6,0,8.8,6,NA,22,9,58,44,1006.9,1004,5,7,26.8,31,No
1/17/2011,22.4,37.9,0,7.6,11.7,44,13,22,63,25,1004.6,1000.6,1,4,26,35.7,No
1/18/2011,19.3,36.9,0,10,12.7,44,6,22,48,15,1004.2,1002.6,1,2,27.4,35.7,No
1/19/2011,19.5,36.9,0,13.2,13,54,22,22,62,25,1006.3,1003.2,1,5,26.7,35.5,No
1/20/2011,19,35.5,0,11,10.3,46,20,11,53,27,1008.7,1005.8,2,5,25.8,34.2,No
1/21/2011,17.8,33.6,0,8,11.1,35,20,13,49,29,1012.4,1009.7,0,4,25.2,31,No
1/22/2011,17.8,34.4,0,13.2,10.6,37,15,9,56,25,1013.6,1010.2,2,5,24.1,31.7,No
1/23/2011,18.6,33.1,0,10.8,10.3,39,17,9,55,28,1011.9,1007.8,0,3,23.6,31.8,No
1/24/2011,19.6,34.6,0,8,12.1,39,26,15,59,30,1009.3,1005.8,3,5,23.9,33.1,No
1/25/2011,22.1,40.2,0,11.6,12.8,39,19,13,45,21,1008.9,1005.9,1,1,28.6,38.3,No
1/26/2011,24.6,41.4,0,12.4,12.8,31,20,11,51,24,1012.7,1009.6,0,1,30.1,39.3,No
1/27/2011,25.2,39.9,0,13,12.2,81,20,15,52,28,1014.8,1010.9,0,1,28.5,37.1,No
1/28/2011,22.4,40.4,1.4,12.4,10.8,59,9,11,59,26,1011.2,1008.9,0,3,29.3,38.8,Yes
1/29/2011,20.1,33.1,5,11.4,12.1,37,26,20,54,28,1016.9,1014.4,1,2,24.4,31.8,Yes
1/30/2011,17.6,34.1,0,12.4,13.2,37,22,19,52,31,1019.5,1015.9,0,1,24.2,32.2,No
1/31/2011,19.8,36.8,0,11.4,14,33,19,9,63,23,1018,1013.1,0,0,24.8,34.7,No
2/1/2011,22.9,37.1,0,11.4,12.8,50,28,19,60,32,1015.8,1011.6,0,1,26.6,35.4,No
2/2/2011,25.7,38.9,0,13.2,12.4,46,31,20,62,32,1015.9,1012.4,1,3,28.6,36.9,No
2/3/2011,25,37.6,0,14.2,11.9,41,24,17,67,29,1017.5,1013.3,5,5,27.1,35.4,No
2/4/2011,25.3,37.4,0,12,12.5,46,26,15,60,35,1015.9,1012.5,2,6,28.5,36.2,No
2/5/2011,25,37.4,0,13,12.7,44,30,20,63,26,1015.6,1011.9,1,2,27.6,35.6,No
2/6/2011,25.3,37.1,0,14.6,11.2,39,26,17,66,42,1016.6,1013.9,4,6,28,34.7,No
2/7/2011,26.1,34.6,0,10.4,3.9,59,22,19,62,89,1015.5,1014.4,6,7,28.4,24.2,No
2/8/2011,21.3,31.2,13.4,5,7.8,48,13,13,86,55,1015.3,1013.1,5,6,22.2,29.6,Yes
2/9/2011,20,33,10.8,7.8,12.3,35,22,11,62,34,1019.3,1016.8,1,3,23.1,31.8,Yes
2/10/2011,18.7,33.4,0,8.8,11,33,17,13,60,31,1021.2,1016.8,7,4,22.9,31.2,No
2/11/2011,19,33.5,0,9,11.7,33,22,7,64,35,1018.6,1014.2,2,8,24,30.7,No
2/12/2011,20.7,35.7,0,8,12.9,48,19,9,61,32,1015.7,1011.5,0,NA,25.1,34.1,No
2/13/2011,22.6,36.2,0,9.8,11,69,24,9,54,30,1014.6,1011.4,1,2,26.5,34,No
2/14/2011,20.6,30.6,48.8,NA,3.8,48,15,33,71,62,1016.6,1014.6,6,7,24.6,27.1,Yes
2/15/2011,20.2,29.1,15,7,0.1,39,7,7,74,50,1017.8,1015.2,7,7,22.2,28.5,Yes
2/16/2011,19.9,32.3,1,4.8,12.1,43,17,13,64,43,1016.7,1013,5,5,23.5,30.8,No
2/17/2011,20.1,33.4,0,7.8,11.9,31,17,7,66,41,1014,1010.8,4,2,24.2,32.1,No
2/18/2011,22,34.2,0,8,11.3,37,28,13,68,39,1013.3,1009.9,1,4,24.9,32.5,No
2/19/2011,22.2,34.9,0,9.8,12,37,22,17,71,39,1013.1,1010,1,3,24.7,32.9,No
2/20/2011,24,37.5,0,9,10.3,44,15,11,63,34,1011.2,1007.2,3,6,27.1,35.4,No
2/21/2011,23.8,34.5,0,8.4,9.8,54,28,28,52,20,1009,1007.4,7,6,25.5,33.4,No
2/22/2011,20.5,33.7,0,13,11.6,48,24,13,48,33,1013.8,1012.2,3,2,24.8,30.8,No
2/23/2011,15,30,0,10.4,12.6,33,13,19,52,31,1019.1,1015.7,0,1,20.1,28.2,No
2/24/2011,15.5,31.8,0,8,12.3,31,11,17,51,28,1018.1,1013.5,1,0,21.1,29.9,No
2/25/2011,17.9,32.2,0,8.6,11.3,33,22,9,67,28,1014.8,1011.1,0,4,22.3,30.5,No
2/26/2011,18.7,33.9,0,8,9.4,39,28,11,62,29,1012.6,1009,2,5,24.4,32,No
2/27/2011,21.5,35.7,0,7.8,9.7,37,26,9,63,26,1011.7,1008.2,1,2,24.2,35.2,No
2/28/2011,23.3,37.6,0,10,10.8,50,20,15,53,23,1011.4,1007.4,1,1,26.7,36,No
3/1/2011,25,38.6,0,10.6,9.5,52,19,26,48,23,1009.7,1006.1,1,1,28.1,37.5,No
3/2/2011,21,34.2,7.6,11.8,8.8,35,13,15,71,39,1011.6,1009.1,4,6,25.2,33.1,Yes
3/3/2011,22.5,30.9,0.2,9,2.2,48,17,9,75,49,1010.5,1007.8,7,7,23.9,30.4,No
3/4/2011,22,26.1,2.8,2.8,NA,24,9,4,91,80,1010.5,1009.3,8,8,23.4,25.2,Yes
3/5/2011,20.9,31.6,0.4,NA,NA,50,9,19,90,34,1014.5,1013.1,7,3,22.4,30.5,No
3/6/2011,13.9,30,0,NA,NA,44,26,22,47,28,1021.1,1018.1,NA,NA,20,29.3,No
3/7/2011,14.4,30,0,20.4,11.8,37,24,20,53,29,1021.4,1017.2,1,3,20.9,28.7,No
3/8/2011,14.9,30,0,9.6,10.1,52,26,19,56,34,1018.5,1014.6,1,6,21.3,28.6,No
3/9/2011,17.6,29.6,0,7.6,8.4,41,20,17,64,34,1017.2,1014,6,7,21.4,28.4,No
3/10/2011,19.8,30.9,0,8,7.1,35,20,9,67,35,1014.8,1011.5,7,7,21.5,29.6,No
3/11/2011,21.4,30.9,0,8,NA,39,22,17,62,37,1015.2,1013.5,4,8,23.8,29.2,No
3/12/2011,18.4,33.5,0,NA,NA,44,17,17,63,31,1019.4,1016.1,NA,8,23.8,31.4,No
3/13/2011,18.4,33.2,0,15.2,11.6,35,19,19,56,27,1021.4,1017.2,1,3,24.1,32.8,No
3/14/2011,18.7,34.5,0,8.6,11.7,33,15,9,61,30,1020.2,1015.7,0,2,24.6,32.7,No
3/15/2011,20.1,34.1,0,8.8,11.1,39,15,9,64,36,1018.9,1014.7,0,2,23.5,31.3,No
3/16/2011,20.3,33.3,0,8.8,6.9,35,19,7,65,35,1018,1014.2,6,5,23.7,32.5,No
3/17/2011,23.3,32.6,0,7,2,44,17,13,68,38,1016.9,1013.4,8,7,25,31.7,No
3/18/2011,19.7,24.6,11.4,5.8,NA,30,9,13,93,85,1014.3,1011.7,8,NA,20.2,23.1,Yes
3/19/2011,20.2,23.2,0.6,NA,NA,37,15,20,90,82,1010.9,1008.1,4,8,21.6,21.7,No
3/20/2011,19.2,24.2,3,NA,NA,35,17,20,80,86,1007.2,1004.9,8,8,20.4,23,Yes
3/21/2011,19.3,30,2.4,4.8,3.6,33,9,15,78,57,1005.1,1001.4,7,7,22.8,29.3,Yes
3/22/2011,20.4,30,6.8,4.6,8.5,41,7,24,91,41,1003.2,1002.3,8,2,23.2,28.5,Yes
3/23/2011,18.1,27.8,0,6.6,4.3,37,19,20,88,48,1006.7,1005.2,8,7,19.8,26.7,No
3/24/2011,12.3,27.5,0,4.8,11.5,46,0,26,63,28,1010.3,1008.4,0,1,18,26.9,No
3/25/2011,12.4,25.4,0,7.8,NA,52,20,30,72,37,1013.2,1011.2,0,1,17.2,24.7,No
3/26/2011,9.6,29.1,0,NA,NA,33,7,9,71,32,1016,1013.6,NA,NA,15,27.6,No
3/27/2011,15,29.2,0,13.4,7.3,33,13,11,60,33,1020.2,1017.5,6,6,20.2,27.6,No
3/28/2011,13.1,30.6,0,7.2,10.4,33,13,17,58,23,1022.7,1019.2,0,4,18.9,29.6,No
3/29/2011,15.3,28.9,0,8,8.1,44,15,20,58,41,1022.6,1018.9,1,5,21.2,27.7,No
3/30/2011,14.4,30.2,0,4.8,11.3,26,9,7,72,29,1020.9,1016.5,1,2,19.2,29.3,No
3/31/2011,15.4,31.8,0,6.6,NA,41,11,13,73,31,1020.3,1016.6,0,2,20.9,30,No
5/1/2011,10.7,26.7,0,6,10.1,35,9,17,59,24,1017.4,1013,NA,NA,18.6,26.2,No
5/2/2011,10.9,26.2,0,6,6.8,28,13,19,60,27,1015.7,1012.8,7,6,16.7,25.2,No
5/3/2011,13.8,17.4,0,5.2,0,28,7,11,57,78,1014.3,1013.8,7,8,16.2,16.4,No
5/4/2011,11,23.7,1.2,0.6,7.2,41,4,33,97,29,1017.1,1014.2,8,2,13.4,22.8,Yes
5/5/2011,7.3,23.9,0,4.4,10.6,39,7,17,61,25,1019.5,1016.8,0,1,15.3,23.8,No
5/6/2011,7.6,23.1,0,3.6,8.6,30,4,13,53,18,1022.4,1017.9,NA,NA,15.4,22.4,No
5/7/2011,4.9,24.3,0,3.8,9.7,22,0,6,53,19,1018.9,1014.4,NA,NA,15.2,22.5,No
5/8/2011,6.9,24.9,0,5,5.2,31,13,15,52,25,1015.5,1011.4,6,7,15,23,No
5/9/2011,11,23.7,0.2,4.2,4,33,11,20,73,25,1012.7,1008.9,7,7,16.3,21.9,No
5/10/2011,4.1,20.8,0,5.4,10.2,56,9,31,63,26,1014.2,1012.7,1,2,13.1,19.6,No
5/11/2011,1.7,18.3,0,4.8,10,44,11,28,45,22,1016.4,1012.7,1,1,10.9,17.9,No
5/12/2011,6.2,18,0,5.4,8.7,52,28,33,53,38,1016.3,1013.8,1,4,13,17.2,No
5/13/2011,4.4,19.5,0,4,NA,37,13,24,53,49,1018.4,1014.4,4,8,14.1,17.6,No
5/14/2011,5,18.5,0,NA,NA,56,24,37,64,19,1020,1018.5,NA,NA,13,17.4,No
5/15/2011,-0.8,20.5,0,NA,NA,26,15,9,37,13,1028.5,1026.4,NA,NA,11.6,20,No
5/16/2011,1.8,21.7,0,12.8,10.5,24,11,9,39,17,1031.2,1027,0,0,12.6,21.4,No
5/17/2011,1,22.3,0,3,9.7,NA,11,11,39,11,1029.2,1025.3,0,0,11.2,21.7,No
5/18/2011,4.3,23.6,0,4.4,9.7,26,17,4,38,17,1030.3,1026.8,5,5,15,22.7,No
5/19/2011,7,24.2,0,3.8,10,30,22,9,51,35,1029.9,1026.2,1,2,16.6,23.1,No
5/20/2011,11.1,24.3,0,4,NA,31,17,6,54,36,1027.8,1023.4,7,NA,17.6,23.7,No
5/21/2011,10.6,25.1,0,NA,NA,30,20,7,58,34,1026,1021.5,6,4,16.5,24.1,No
5/22/2011,11,24.4,0,7,5.1,37,19,22,61,51,1021.7,1015.9,6,6,17.3,23,No
5/23/2011,14.8,18.5,18.4,5.2,0,57,15,24,93,77,1011.9,1009.1,7,7,16.6,18,Yes
5/24/2011,9.3,15.5,0.2,1.8,5.1,50,15,30,89,60,1009.4,1007.4,6,6,11.6,14.7,No
5/25/2011,7.8,14.3,1.6,1.4,5.7,43,20,28,91,69,1013.3,1011.5,7,6,9.3,13.7,Yes
5/26/2011,4.3,17.9,0,2,NA,37,11,28,77,45,1017.4,1015.3,0,1,9.2,17.5,No
5/27/2011,3.3,18.1,0,2.8,NA,33,9,22,83,35,1021.3,1017.9,1,1,9.2,17.4,No
5/28/2011,1.2,18.5,0,NA,NA,22,13,6,74,34,1022.5,1020.2,NA,NA,9.4,17.7,No
5/29/2011,5.1,20.8,0,NA,NA,28,13,17,65,44,1023.1,1019.4,NA,8,14.4,19.3,No
5/30/2011,6.6,19.4,0,7.8,5.6,41,15,19,87,45,1019.9,1015.2,7,7,11.4,17.6,No
5/31/2011,7.8,17.4,0.8,2.4,6.1,24,13,6,92,50,1015.4,1014.7,6,3,11.1,15.9,No
6/1/2011,5.6,23.1,0,2,9.9,46,20,31,77,46,1019.1,1016.9,4,5,13.8,21.8,No
6/2/2011,6.7,22.6,0,4,9.5,37,20,13,58,34,1022,1018.5,0,1,16.7,22.3,No
6/3/2011,4.7,21.3,0,2.4,9.9,30,13,17,71,34,1020.2,1016.9,1,3,14,20.6,No
6/4/2011,4.9,22.5,0,2.6,9,35,9,17,66,35,1020.1,1016.4,1,4,12.6,21.4,No
6/5/2011,7.6,23.9,0,3.6,7,31,15,20,68,28,1018.9,1014.6,7,1,13.4,23.4,No
6/6/2011,7.4,18.9,0,3.6,7.5,35,15,19,53,23,1019.1,1017.6,1,6,14.4,18.2,No
6/7/2011,4.9,19.1,0,3.8,5.4,30,7,17,66,30,1021,1017.8,7,7,9.9,18.7,No
6/8/2011,2.8,16.5,0,2.2,7,41,11,26,67,35,1020.5,1018.1,4,6,9.9,14.7,No
6/9/2011,-1.2,11.7,0,3.2,2.1,31,15,20,68,42,1021.1,1018.1,6,6,4,10.6,No
6/10/2011,-2.8,15.6,0,0.8,9.9,35,7,26,72,38,1020.8,1018.4,1,2,5.3,14.8,No
6/11/2011,2.4,18.2,0,3.2,2.9,30,7,13,70,36,1020.8,1019.3,7,5,8.2,17.7,No
6/12/2011,8.2,17.7,12.2,1.2,1.8,46,19,28,90,58,1019.9,1017,7,6,11.5,16.4,Yes
6/13/2011,10,16.5,0.6,1.6,0.2,43,9,19,92,70,1018,1014.4,7,7,11.8,16.1,No
6/14/2011,10.6,12,21.6,3,0,44,19,28,95,97,1015.9,1012.9,8,8,11.1,11.2,Yes
6/15/2011,11,15.4,19.4,2.6,1,28,13,4,95,81,1015.3,1014.7,8,7,12,14.8,Yes
6/16/2011,6,19.2,0.6,1.4,9.9,22,9,13,95,54,1019,1015.4,1,1,10.6,18.9,No
6/17/2011,5.6,17.3,0,1,8.7,44,19,35,85,39,1016.3,1013.2,4,3,11.2,17,No
6/18/2011,4.6,15.6,0,4.4,9.8,50,26,37,70,46,1018.1,1015.7,1,3,8.6,15.5,No
6/19/2011,3.8,16.9,0,3.2,9.1,31,13,22,79,43,1019.4,1017,1,1,9.9,16.6,No
6/20/2011,2.6,17.7,0,2.2,9.9,22,7,9,77,44,1020.5,1017,1,1,9.5,17.2,No
6/21/2011,4.2,20.6,0,1.8,9.8,56,20,33,71,25,1015.3,1009.6,0,NA,11.2,20.4,No
6/22/2011,4.2,14.3,0.4,4,7.5,35,9,20,100,40,1019.2,1017.4,8,2,5.6,13.8,No
6/23/2011,0.6,16.6,0,2.4,9.8,41,9,26,80,49,1023.6,1021.6,0,2,7.3,16.2,No
6/24/2011,1.3,19.7,0,3.4,10,17,0,0,81,37,1027.3,1024.8,0,0,8.5,18.5,No
6/25/2011,3.7,20.9,0,2,9.9,28,19,4,67,36,1029.9,1026.6,0,1,11.5,20.1,No
6/26/2011,5.5,21.4,0,2.8,10,28,19,7,71,35,1029.4,1025.5,0,2,12.4,20.7,No
6/27/2011,5.5,20,0,2.4,2.2,24,11,15,76,38,1028.7,1025.9,7,6,11.6,19.5,No
6/28/2011,5.7,22.1,0,2.6,7.8,37,19,20,58,28,1030.1,1026.7,1,2,13.5,21.6,No
6/29/2011,8.4,21.5,0,3.4,6.5,43,15,19,61,40,1031.4,1029.5,4,7,14.2,19.7,No
6/30/2011,5.9,19.8,0,3.6,9.9,35,17,15,58,35,1034.1,1029.6,0,1,13.6,19.3,No
7/1/2011,4.9,20.1,0,4.4,10,31,15,13,61,35,1029.3,1024.9,3,4,12.6,19.3,No
7/2/2011,6.1,20.7,0,2.8,9.8,30,17,9,68,39,1026,1021.9,0,4,12.1,20.5,No
7/3/2011,5.4,20,0,2.2,5.1,35,17,13,78,40,1023.9,1020.1,6,5,10.4,19.7,No
7/4/2011,8.1,23.4,0,2.8,5.5,30,17,19,73,34,1020.9,1016.2,6,3,13,23.2,No
7/5/2011,6.5,17.4,0.2,3.2,10.1,48,17,35,60,29,1020.1,1016.4,1,1,10.9,17.1,No
7/6/2011,0.9,16.6,0,3.6,8.2,44,7,20,62,32,1020,1016,0,0,8.5,16,No
7/7/2011,3.2,17.6,0,3,9.8,50,19,31,53,30,1019.2,1018.8,0,2,10.8,17.2,No
7/8/2011,0.8,14.4,0,3,9.2,39,2,24,70,30,1026.7,1023.9,0,0,7.2,13.8,No
7/9/2011,-1.2,13,0,2,9.9,44,9,28,70,41,1025.5,1022.1,0,0,5,11.8,No
7/10/2011,-2.2,14.6,0,4.6,9.7,39,11,24,72,36,1022.8,1018.7,2,3,4.8,13.8,No
7/11/2011,0,15.7,0,2.8,10,41,9,30,62,38,1023.9,1022.3,6,1,8.2,15.3,No
7/12/2011,-3.2,15.7,0,3.2,9.1,20,2,13,71,36,1026.2,1023,0,0,5.5,15,No
7/13/2011,1.8,13.1,0,2.4,0.3,22,13,15,70,50,1023.2,1021.8,7,7,6.4,11.9,No
7/14/2011,6.4,13.9,0.4,2.4,0.6,35,15,26,92,47,1026.7,1024.8,7,7,8.4,13,No
7/15/2011,2.8,19,0,2,3.2,33,9,15,66,36,1029.7,1027.2,7,6,8.2,17.7,No
7/16/2011,8.2,13,2.2,2.6,0,35,17,17,86,86,1028.4,1024.7,8,8,10.1,12.9,Yes
7/17/2011,9.9,14.5,3.2,1,0.1,19,13,6,88,83,1023.9,1021.2,8,8,11.8,14.3,Yes
7/18/2011,5.3,15.9,0.2,1,2.9,30,7,17,90,68,1021.5,1018.9,3,6,10.7,14.7,No
7/19/2011,0.5,13,0.2,1.4,8.6,50,15,33,85,53,1020.2,1017.4,0,5,6.7,12.4,No
7/20/2011,5.9,18.8,0,3.2,6.2,46,26,22,91,43,1016.9,1013.9,8,3,6.9,18.6,No
7/21/2011,3.5,18.9,0,3,9.9,43,15,30,76,36,1016.6,1013.8,0,1,9.2,18.1,No
7/22/2011,4.6,19.6,0,3,10.1,43,19,31,75,39,1017.1,1014.1,1,4,10,19.3,No
7/23/2011,3.3,18.6,0,3.4,9.9,44,11,13,78,37,1018.7,1016.8,1,3,9.7,17.7,No
7/24/2011,1,18,0,3.6,9.7,30,6,15,68,31,1021.2,1018.2,0,2,9.6,17.8,No
7/25/2011,1.2,20,0,3.6,7.7,43,15,11,62,34,1022.4,1019,4,6,9.2,18.2,No
7/26/2011,3.4,18,0.6,2.8,9,37,9,20,79,35,1024,1021.9,5,5,10.3,16.8,No
7/27/2011,1.1,17.7,0,3,10.4,33,7,17,67,28,1027.5,1025.6,1,1,9.2,16.8,No
7/28/2011,0.7,19.4,0,3.6,10.4,33,20,6,50,25,1029.3,1025.4,0,1,10.1,18.9,No
7/29/2011,3.5,20.2,0,2.8,10.5,28,19,9,61,30,1027.9,1024.1,0,3,11.8,19.2,No
7/30/2011,4.2,20.6,0,2.6,8.4,30,20,7,59,35,1025.3,1021.3,2,6,11.7,18.4,No
7/31/2011,3.9,21.6,0,3,10.5,28,17,6,60,31,1024,1020.4,0,2,13,20.7,No
8/1/2011,5.4,23.4,0,3.2,10.4,35,13,9,52,27,1024.8,1020.7,1,1,13.3,22.9,No
8/2/2011,7.8,23.9,0,3.8,9,31,20,11,55,28,1025.1,1021.8,2,1,14.5,22.5,No
8/3/2011,5.8,23.4,0,4.2,10.4,30,17,7,57,28,1026.4,1023.6,0,1,14.6,22.9,No
8/4/2011,5.9,22.9,0,3.8,10.3,37,13,17,59,30,1029.2,1024.9,0,1,15,22.5,No
8/5/2011,6.6,22.4,0,3.8,9.9,43,26,19,58,25,1028.5,1024.1,1,5,15.4,21.5,No
8/6/2011,14.2,22.6,0,5,6.6,41,26,20,73,38,1025,1019.9,7,6,14.9,21.5,No
8/7/2011,10.8,19.4,0,3.8,1.2,33,26,7,67,53,1019.7,1015.2,7,7,16.1,19.2,No
8/8/2011,1.5,17.7,1,2,10.3,39,11,22,69,46,1015.5,1012.2,0,6,9.6,15.4,No
8/9/2011,4.6,16.4,0,2.6,8.2,44,15,31,55,41,1012.4,1009.7,6,5,11.4,15.4,No
8/10/2011,3.1,18.5,0,3.2,7.9,50,13,20,60,29,1012,1008.1,1,6,10.1,17.2,No
8/11/2011,6.7,15.5,1,3.2,5.5,41,13,26,85,50,1011.5,1010.4,4,6,11.2,14.4,No
8/12/2011,1.3,19,0.2,2,9.5,24,9,13,99,38,1018.3,1016.3,6,3,7.5,18.3,No
8/13/2011,3.8,21.6,0,3.4,9.8,30,15,7,57,34,1023.5,1020,3,6,13.4,20.6,No
8/14/2011,6.5,21.5,0,3.8,7,33,20,7,66,44,1024.8,1020.8,5,3,13.1,20.6,No
8/15/2011,5.7,22.1,0,3.8,10.3,26,15,2,62,34,1024.3,1019.5,0,6,14,20.5,No
8/16/2011,6.8,23.4,0,3.2,10,39,28,15,60,33,1021.1,1015.5,2,5,15.6,22.1,No
8/17/2011,10.6,23.4,0,5,5.8,56,31,35,65,37,1017.4,1011.9,7,6,16,22.2,No
8/18/2011,8.9,15.3,13.2,6.6,NA,39,24,24,79,64,1017.2,1015.4,5,6,11.9,13.8,Yes
8/19/2011,5.8,14.8,0.2,2.4,5.7,31,15,19,70,63,1018.5,1017,5,7,10.4,14.2,No
8/20/2011,5.1,19.5,1.2,1.8,8.8,35,26,15,67,42,1023.8,1022.3,0,7,13.5,18.9,Yes
8/21/2011,2.1,20.3,0,3.6,7.9,31,28,6,52,40,1028.9,1026.7,4,7,14.9,19.6,No
8/22/2011,4.7,22.1,0,4.8,10.8,41,17,26,57,29,1032.3,1028.4,1,5,14.6,21,No
8/23/2011,4.9,23.9,0,5.4,11,37,26,15,52,32,1030.9,1026.7,1,5,15.7,23,No
8/24/2011,7.6,22.4,0,5.2,11,30,13,11,59,31,1029,1023.8,0,0,14.8,21.5,No
8/25/2011,5.9,23.7,0,4.4,NA,28,15,11,56,28,1027.2,1022.6,0,0,15.2,23.3,No
8/26/2011,6.1,24.7,0,4.4,NA,31,11,6,57,30,1025.7,1020.7,0,1,16.5,24,No
8/27/2011,13.9,16,11.2,5.4,0.2,33,19,15,96,94,1020.8,1017,8,8,14.2,15.8,Yes
8/28/2011,7.1,19.9,20.8,2.2,7.5,24,2,11,99,58,1022.1,1019.2,8,1,10.2,19.4,Yes
8/29/2011,7.3,25.1,0,2.4,10.3,56,20,13,74,34,1020.2,1016,5,5,15.7,24.5,No
8/30/2011,9.1,22.3,8,5.4,11.1,22,11,7,74,52,1020.7,1017.6,1,6,16.3,21.4,Yes
8/31/2011,4.8,22.1,0,3.6,11,24,15,13,76,36,1022.9,1020.3,0,1,15.2,21.9,No
9/1/2011,6.4,22.6,0,3.6,11,26,17,7,74,36,1024,1019.9,0,1,15.1,21.8,No
9/2/2011,8.1,23.6,0,3.4,10.8,33,19,6,64,38,1025,1022.1,1,6,16.6,23.1,No
9/3/2011,8.3,23.3,0,4.6,11,33,22,15,51,34,1028.9,1024.1,0,4,15.1,22.7,No
9/4/2011,7.7,21.9,0,4.6,11,41,30,11,NA,NA,1029,1024.8,3,2,16.1,21.5,No
